phase;name;index;predecessors;type;microProjects;smallProjects;avgProjects;bigProjects;veryBigProjects;hugeProjects;category;discipline;description;author
Transition;Service Realization;628;583,59;Activity;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";-;-;Patryk BARCZAK
Transition;Realization Decisions;629;;Activity;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";-;-;Patryk BARCZAK
Transition;Document Service Realization Decisions;630;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Implementacja;Zadanie to koncentruje sie na realizacji modelu uslugowego w postaci komponentow programowych, ktore beda dzialac w istniejacych srodowiskach oprogramowania posredniczacego.;Dawid BONDYRA
Transition;Component Specification (SOA);631;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;W tym zadaniu okresla sie szczegoly dotyczace skladnikow uslug realizujacych podsystem projektowy.;Dawid BONDYRA
Transition;Construct Architectural Proof-of-Concept (SOA);632;;Task;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;Zadanie to okresla sposob opracowania architektonicznego dowodu slusznosci koncepcji rozwiazania SOA na podstawie istniejacych wymagan architektonicznych i profilu ryzyka.;Dawid BONDYRA
Transition;Assess Viability of Architectural Proof-of-Concept;633;632;Task;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";-;-;Dawid BONDYRA
Transition;Implement Components;634;583,59;Activity;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Implementacja;Dotyczy implementacji komponentow.;Dawid BONDYRA
Transition;Plan Subsystem Integration;635;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;;Dawid BONDYRA
Transition;Implement Design Elements;636;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Implementacja;Implementacja elementow.;Dawid BONDYRA
Transition;Analyze Runtime Behavior;637;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;Analiza zachowan.;Dawid BONDYRA
Transition;Implement Testability Elements;638;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Implementacja;Implementacja elementow testowych systemu.;Dawid BONDYRA
Transition;Implement Developer Test;639;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Implementacja;Opisuje sposob implementacji poszczegolnych testow systemu.;Dawid BONDYRA
Transition;Execute Developer Tests;640;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;Wykonanie testow dla systemu.;Dawid BONDYRA
Transition;Review Code;641;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;Analiza kodu przez zespol programistow.;Dawid BONDYRA
Transition;Integrate and Test;642;520;Activity;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;Opisuje integracje i testy systemu.;Dawid BONDYRA
Transition;Verify Test Approach;643;;Activity;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;Opisuje werfyfikacje testow zaleznosci.;Dawid BONDYRA
Transition;Define Test Environment Configurations;644;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;W tym zadaniu opisano sposob definiowania testow srodowiskowych.;Dawid BONDYRA
Transition;Identify Testability Mechanisms;645;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;W tym zadaniu opisano, jak zidentyfikowac ogolne mechanizmy rozwiazania technicznego, ktore sa potrzebne do ulatwienia podejscia testowego, oraz jak nakreslic ogolny zakres i najwazniejsze cechy tych mechanizmow.;Dominik DAWIDZIAK
Transition;Define Testability Elements;646;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;W tym zadaniu opisano, jak zidentyfikowac elementy, ktore beda wspierac i umozliwiac testowanie.;Dominik DAWIDZIAK
Transition;Define Test Details;647;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;Zadanie to opisuje, jak szczegolowo opisac idee testowe w okreslonym kontekscie, wynikajacym z docelowych elementow testu.;Dominik DAWIDZIAK
Transition;Implement Test;648;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;W tym zadaniu opisano, jak tworzyc testy samodzielne lub wspolpracujace.;Dominik DAWIDZIAK
Transition;Implement Test Suite;649;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;W tym zadaniu opisano, jak okreslic, ktore testy powinny byc wykonywane razem.;Dominik DAWIDZIAK
Transition;Obtain Testability Commitment;650;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;Zadanie to koncentruje sie na definiowaniu, ustalaniu priorytetow i promowaniu potrzeb i korzysci zwiazanych z testowalnoscia.;Dominik DAWIDZIAK
Transition;Integrate and Validate Build;651;;Activity;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Implementacja;Obejmuje to czynnosci wymagane do integracji, budowy i walidacji konstrukcji podsystemu lub calego systemu, w zaleznosci od tego, co jest wlasciwe.;Dominik DAWIDZIAK
Transition;Integrate each Subsystem;652;;Activity;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Implementacja;"Ta czynnosc laczy zmiany wprowadzone przez wielu realizatorow w celu utworzenia nowej, spojnej wersji podsystemu ""Wdrazanie"".";Dominik DAWIDZIAK
Transition;Implement Developer Test;653;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Implementacja;W tym zadaniu opisano, jak utworzyc zestaw testow sprawdzajacych poprawnosc dzialania komponentu przed przeprowadzeniem bardziej formalnych testow.;Dominik DAWIDZIAK
Transition;Execute Developer Tests;654;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Implementacja;W tym zadaniu opisano, jak uruchomic i ocenic zestaw testow majacych na celu sprawdzenie poprawnosci dzialania komponentu przed przeprowadzeniem bardziej formalnych testow.;Dominik DAWIDZIAK
Transition;Integrate Subsystem;655;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Implementacja;W tym zadaniu opisano, jak zintegrowac elementy podsystemu wdrazania, a nastepnie dostarczyc podsystem wdrazania w celu integracji z systemem.;Dominik DAWIDZIAK
Transition;Integrate the System;656;;Activity;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Implementacja;-;Dominik DAWIDZIAK
Transition;Integrate System;657;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Implementacja;W tym zadaniu opisano, jak zintegrowac podsystemy wykonawcze w kompilacji.;Dominik DAWIDZIAK
Transition;Validate Build Stability;658;656;Activity;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;Ta czynnosc sprawdza, czy zbudowany system jest wystarczajaco stabilny, aby mozna bylo rozpoczac szczegolowe testy i ewaluacje.;Dominik DAWIDZIAK
Transition;Define Test Details;659;;Task;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;Zadanie to opisuje, jak szczegolowo opisac pomysly na test w okreslonym kontekscie, wynikajacym z docelowych elementow testu.;Dominik DAWIDZIAK
Transition;Implement Test;660;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;W tym zadaniu opisano, jak tworzyc testy samodzielne lub wspolpracujace.;Karol MARTYNIUK
Transition;Execute Test Suite;661;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;Uruchomienie testow;Karol MARTYNIUK
Transition;Analyze Test Failure;662;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;Analiza testow, ktore zakonczyly sie niepowodzeniem;Karol MARTYNIUK
Transition;Determine Test Results;663;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;Okreslenie rezultatow testow;Karol MARTYNIUK
Transition;Assess and Advocate Quality;664;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Konfiguracja i zmiany;Zadanie to koncentruje sie na wspieraniu ogolnych wysilkow zwiazanych z identyfikacja luk jakosciowych, ocena ich wplywu i ryzyka oraz znalezieniem skutecznych rozwiazan.;Karol MARTYNIUK
Transition;Test and Evaluate [within Scope];665;;Activity;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;To proces, w ktorym system lub komponenty sa porownywane z wymaganiami i specyfikacjami poprzez testowanie;Karol MARTYNIUK
Transition;Test and Evaluate;666;;Activity;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;To proces, w ktorym system lub komponenty sa porownywane z wymaganiami i specyfikacjami poprzez testowanie;Karol MARTYNIUK
Transition;Define Test Details;667;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;Zdefiniowanie szczegolow testow;Karol MARTYNIUK
Transition;Implement Test;668;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Implementacja;Implementacja testow;Karol MARTYNIUK
Transition;Implement Test Suite;669;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Implementacja;Implementacja testow;Karol MARTYNIUK
Transition;Execute Test Suite;670;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;Uruchomienie testow;Karol MARTYNIUK
Transition;Analyze Test Failure;671;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;Analiza testow, ktore zakonczyly sie niepowodzeniem;Karol MARTYNIUK
Transition;Structure the Test Implementation;672;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;To zadanie opisuje, jak zdefiniowac ogolna strukture implementacji zestawu testow.;Karol MARTYNIUK
Transition;Identify Test Ideas;673;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;Identyfikacja pomyslow na test;Karol MARTYNIUK
Transition;Determine Test Results;674;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;Okreslenie rezultatow testow;Karol MARTYNIUK
Transition;Achieve Acceptable Mission;675;;Activity;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Dostarczanie/wdrazanie;Ta aktywnosc sprawdza, czy osiagnelismy zamierzony cel;Karol MARTYNIUK
Transition;Assess and Improve Test Effort;676;;Task;0;1;1;1;1;1;"mikro male -  nie wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;Ocena i poprawa testow;Karol MARTYNIUK
Transition;Assess and Advocate Quality;677;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Konfiguracja i zmiany;Ocena jakosci;Karol MARTYNIUK
Transition;Determine Test Results;678;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;Zdefiniowanie szczegolow testow;Karol MARTYNIUK
Transition;Improve Test Assets;679;675,666;Activity;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;Okreslenie rezultatow testow;Karol MARTYNIUK
Transition;Prepare Guidelines for the Project;680;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;Przygotowanie wytycznych projektu;Karol MARTYNIUK
Transition;Define Test Approach;681;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;W tym zadaniu opisano sposob definiowania strategii testowania i konkretnych technik, ktore beda stosowane, oraz przedstawiono architekture automatyzacji testow.;Karol MARTYNIUK
Transition;Define Testability Elements;682;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;W tym zadaniu opisano, jak zidentyfikowac elementy, ktore beda wspierac i umozliwiac testowanie.;Karol MARTYNIUK
Transition;Structure the Test Implementation;683;;Task;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;W tym zadaniu opisano, jak okreslic ogolna strukture implementacji zestawu testow.;Karol MARTYNIUK
Transition;Identify Test Ideas;684;;Task;0;0;0;0;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - nie wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;Zadanie to opisuje, jak zidentyfikowac odpowiednie pomysly na testy dla kazdej kombinacji motywatorow testowych i docelowych pozycji testowych.;Karol MARTYNIUK
Transition;Define Test Details;685;;Task;0;0;0;0;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - nie wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;Zadanie to opisuje, jak szczegolowo opisac idee testowe w okreslonym kontekscie, wynikajacym z docelowych elementow testu.;Karol MARTYNIUK
Transition;Define Assessment and Traceability Needs;686;;Task;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;W tym zadaniu opisano sposob definiowania wymagan dotyczacych oceny i identyfikowalnosci oraz ogolna strategie, ktora bedzie realizowana.;Karol MARTYNIUK
Transition;Implement Test;687;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;W tym zadaniu opisano, jak tworzyc testy samodzielne lub wspolpracujace.;Karol MARTYNIUK
Transition;Implement Test Suite;688;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;W tym zadaniu opisano, jak okreslic, ktore testy powinny byc wykonywane razem.;Karol MARTYNIUK
Transition;Develop Remaining Support Material [within Scope];689;520;Activity;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Dostarczanie/wdrazanie;Obejmuje to dzialania wymagane do opracowania brakujacych materialow pomocniczych, takich jak samouczki, dokumentacja produktu, probki, w zakresie okreslonym w planie iteracji.;Karol MARTYNIUK
